E.C,TDS,Cl,NO3 ,Na,T.H,Mg,SAR,Ca,K,Classification
815,521.6,30,21.08204,35.27,359.9506579,29.172,0.808269401,96.0,1.33,Poor
650,416.0,100,20.55056,41.68,239.9835526,9.724,1.169793315,80.0,2.02,Moderate
690,441.6,40,39.50668,31.03,299.9506579,29.172,0.778984884,72.0,2.25,Moderate
1348,862.72,110,39.59526,48.0,579.8601974,82.654,0.866665985,96.0,8.49,Poor
480,307.2,60,13.287,34.0,159.9753289,14.586,1.168757942,40.0,2.0,Moderate
890,569.6,90,31.60695455,70.0,299.9506579,29.172,1.757297514,72.0,2.0,Poor
877,561.28,120,55.76513636,82.0,279.9588816,24.31,2.130781372,72.0,4.0,Poor
1275,816.0,120,68.24686364,120.0,259.9588816,24.31,3.235944617,64.0,4.0,Poor
709,453.76,100,19.52786364,70.0,199.9753289,14.586,2.152196863,56.0,2.0,Moderate
1720,1100.8,320,163.873,170.3,479.8848684,68.068,3.380012325,80.0,6.5,Poor
1152,737.28,150,67.3208,86.0,379.8766447,72.93,1.918444848,32.0,14.61,Poor
3382,2164.48,780,471.6885,330.0,899.84375,92.378,4.783023907,208.0,7.1,Bad
923,590.72,80,104.0815,65.78,319.8930921,63.206,1.599055738,24.0,4.5,Poor
525,336.0,50,1.55015,56.0,139.9671053,19.448,2.058008673,24.0,3.47,Moderate
983,629.12,130,0.13287,86.68,299.9259868,43.758,2.176125902,48.0,5.99,Poor
1303,833.92,290,77.9504,95.46,439.8684211,77.792,1.978938063,48.0,3.32,Poor
552,353.28,70,4.78332,52.93,159.9753289,14.586,1.819481114,40.0,3.11,Moderate
1030,659.2,80,31.66735,57.0,359.9095395,53.482,1.3063223,56.0,16.73,Poor
766,490.24,50,10.23099,23.08,319.9588816,24.31,0.560997445,88.0,6.81,Poor
2615,1673.6,170,59.7915,560.0,59.99177632,4.862,31.43506266,16.0,6.5,Bad
917,586.88,80,10.27528,90.01,259.9259868,43.758,2.427381708,32.0,8.17,Poor
2903,1857.92,320,797.22,238.7,879.7368421,155.584,3.499034246,96.0,8.1,Bad
660,422.4,80,18.46893,56.0,199.9753289,14.586,1.721757491,56.0,4.07,Moderate
1560,998.4,110,349.4481,78.63,679.7615132,140.998,1.311239893,40.0,0.55,Poor
916,586.24,60,22.145,129.0,199.9835526,9.724,3.966109813,64.0,8.0,Poor
699,447.36,50,38.85440909,96.0,179.9835526,9.724,3.111193244,56.0,7.0,Moderate
681,435.84,40,45.49790909,80.0,139.9917763,4.862,2.939753316,48.0,5.0,Moderate
356,227.84,30,13.48831818,7.0,119.9753289,14.586,0.277858847,24.0,2.0,Moderate
777,497.28,70,13.287,102.0,199.9917763,4.862,3.135929329,72.0,4.0,Poor
594,380.16,40,12.48172727,23.0,259.9753289,14.586,0.620203099,80.0,3.0,Moderate
1798,1150.72,240,87.97604545,172.0,479.8684211,77.792,3.413811408,64.0,5.0,Poor
1745,1116.8,180,177.5626364,180.0,419.8848684,68.068,3.819262925,56.0,10.0,Poor
1743,1115.52,150,165.4835455,180.0,479.8684211,77.792,3.572593334,64.0,6.0,Poor
539,344.96,60,7.247454545,49.0,159.9753289,14.586,1.684386446,40.0,2.0,Moderate
1135,726.4,50,29.39245455,118.0,319.9177632,48.62,2.868368827,48.0,4.0,Poor
546,349.44,50,6.442181818,41.0,139.9753289,14.586,1.506712087,32.0,1.0,Moderate
1150,736.0,60,61.80468182,119.0,319.9177632,48.62,2.892677037,48.0,4.0,Poor
510,326.4,50,4.831636364,33.0,159.9671053,19.448,1.134411867,32.0,1.0,Moderate
820,524.8,80,32.19883,92.0,219.9342105,38.896,2.69720277,24.0,1.27,Poor
3192,2042.88,430,469.0311,406.0,559.8601974,82.654,7.460336229,88.0,106.0,Bad
1037,663.68,170,68.02944,73.0,339.9506579,29.172,1.721420938,88.0,14.67,Poor
884,565.76,90,3.05601,135.0,159.9588816,24.31,4.640895111,24.0,5.9,Poor
957,612.48,30,0.97438,161.0,159.9588816,24.31,5.534697132,24.0,0.5,Poor
1466,938.24,290,52.21791,84.0,559.9259868,43.758,1.543427159,152.0,2.8,Poor
1284,821.76,190,55.8054,116.0,379.9259868,43.758,2.587501755,80.0,1.96,Poor
491,314.24,50,7.04211,44.0,179.9835526,9.724,1.42596357,56.0,2.76,Moderate
1349,863.36,190,81.0507,164.0,299.9342105,38.896,4.117209914,56.0,7.9,Poor
1980,1267.2,320,162.1014,155.0,659.8930921,63.206,2.623415445,160.0,3.59,Poor
3349,2143.36,690,181.589,413.0,859.6875,184.756,6.124235881,40.0,2.3,Bad
1566,1002.24,370,34.1033,182.0,359.9259868,43.758,4.170968884,72.0,5.2,Poor
923,590.72,120,24.15818182,57.0,379.9424342,34.034,1.271417308,96.0,2.0,Poor
771,493.44,100,10.66986364,75.0,279.9835526,9.724,1.948799535,96.0,4.0,Poor
1726,1104.64,260,0.805272727,205.0,499.8848684,68.068,3.986493218,88.0,5.0,Poor
1327,849.28,150,6.240863636,175.0,299.9835526,9.724,4.393002907,104.0,8.0,Poor
392,250.88,20,9.260636364,13.0,159.9753289,14.586,0.446878037,40.0,2.0,Moderate
540,345.6,30,0.201318182,58.0,179.9835526,9.724,1.879679252,56.0,3.0,Moderate
990,633.6,100,16.56446,104.57,279.9506579,29.172,2.717305863,64.0,3.18,Poor
809,517.76,90,17.76029,86.0,239.9753289,14.586,2.413722381,72.0,2.0,Poor
972,622.08,100,10.36386,85.4,339.9424342,34.034,2.013851045,80.0,2.39,Poor
2250,1440.0,440,57.22268,241.0,599.9177632,48.62,4.278025273,160.0,2.1,Bad
1454,930.56,230,99.2096,85.0,559.9013158,58.344,1.5618357,128.0,2.32,Poor
1610,1030.4,230,17.716,165.0,459.9177632,48.62,3.345153233,104.0,5.0,Poor
1301,832.64,80,39.01949,51.3,559.8766447,72.93,0.942634549,104.0,1.87,Poor
1067,682.88,120,27.68125,82.45,359.9342105,38.896,1.889518988,80.0,0.83,Poor
3044,1948.16,550,223.2216,349.6,699.9506579,29.172,5.745262481,232.0,2.9,Bad
1693,1083.52,250,22.145,99.32,639.8930921,63.206,1.70708507,152.0,2.37,Poor
2802,1793.28,530,217.021,151.6,1059.835526,97.24,2.02466012,264.0,6.5,Bad
1664,1064.96,280,20.55056,191.7,419.9013158,58.344,4.067435353,72.0,2.1,Poor
1282,820.48,110,21.56923,79.78,479.8930921,63.206,1.583412054,88.0,1.07,Poor
1734,1109.76,320,79.722,103.81,639.9013158,58.344,1.7842465,160.0,1.71,Poor
1837,1175.68,340,85.0368,105.87,679.9259868,43.758,1.765282667,200.0,3.08,Poor
942,602.88,120,46.9474,61.37,359.9506579,29.172,1.406393341,96.0,1.71,Poor
2683,1717.12,480,221.0071,118.0,1039.777961,131.274,1.591050145,200.0,2.43,Bad
690,441.6,50,17.716,35.73,279.9342105,38.896,0.928489917,48.0,1.41,Moderate
1320,844.8,190,144.8283,85.0,479.9506579,29.172,1.686913423,144.0,4.76,Poor
1446,925.44,190,13.287,218.0,279.9259868,43.758,5.665093063,40.0,1.5,Poor
389,248.96,30,0.3,17.8,159.9671053,19.448,0.611894886,32.0,4.7,Moderate
444,284.16,60,1.01867,28.0,159.9588816,24.31,0.962556023,24.0,4.93,Moderate
4644,2972.16,1000,528.8226,148.0,1879.835526,97.24,1.484136865,592.0,5.4,Bad
927,593.28,60,29.85146,101.0,259.9424342,34.034,2.723672883,48.0,1.51,Poor
1980,1267.2,200,66.0,224.0,539.8930921,63.206,4.191469371,112.0,4.1,Poor
344,220.16,20,3.019772727,6.0,179.9753289,14.586,0.19445402,48.0,1.0,Moderate
342,218.88,40,3.825045455,19.0,139.9753289,14.586,0.698232431,32.0,4.0,Moderate
1197,766.08,40,15.5015,76.0,299.9259868,43.758,1.908001483,48.0,10.0,Poor
672,430.08,80,7.448772727,75.0,219.9671053,19.448,2.198642191,56.0,33.0,Moderate
1585,1014.4,260,190.447,103.0,479.9506579,29.172,2.044142148,144.0,61.0,Poor
1162,743.68,150,3.67607,25.0,439.9835526,9.724,0.518195875,160.0,62.0,Poor
1620,1036.8,200,221.45,98.0,639.9424342,34.034,1.684332332,200.0,3.0,Poor
2175,1392.0,370,190.447,116.0,839.8684211,77.792,1.740301631,208.0,4.0,Poor
3026,1936.64,540,416.326,288.0,899.6546053,204.204,4.174714189,24.0,4.0,Bad
1590,1017.6,280,3.27746,157.0,439.9013158,58.344,3.254574264,80.0,1.0,Poor
2483,1589.12,590,73.0785,241.0,719.7697368,136.136,3.905641847,64.0,3.0,Bad
2592,1658.88,460,349.0052,181.0,859.7121711,170.17,2.683948642,64.0,2.0,Bad
579,370.56,70,39.861,33.0,219.9753289,14.586,0.967384481,64.0,1.0,Moderate
2265,1449.6,300,301.172,95.0,879.8930921,63.206,1.392453866,248.0,2.0,Bad
1394,892.16,60,5.18193,240.0,179.9753289,14.586,7.778160809,48.0,1.0,Poor
1079,690.56,110,14.03993,101.0,319.9342105,38.896,2.455066142,64.0,0.9,Poor
1925,1232.0,90,188.2325,378.3,219.9259868,43.758,11.09098788,16.0,3.0,Poor
1630,1043.2,240,198.8621,152.0,499.8355263,97.24,2.955984766,40.0,1.0,Poor
1443,923.52,230,18.278483,104.61,499.9342105,38.896,2.034177929,136.0,0.4,Poor
839,536.96,50,28.7885,70.0,279.9177632,48.62,1.819093301,32.0,1.84,Poor
1506,963.84,170,219.27979,110.5,519.9424342,34.034,2.106962521,152.0,1.25,Poor
543,347.52,80,3.215454,52.0,199.9506579,29.172,1.598873443,32.0,2.39,Moderate
835,534.4,90,16.3873,35.26,339.9588816,24.31,0.831459837,96.0,4.0,Poor
1406,899.84,230,151.0289,75.0,539.8519737,87.516,1.403447207,72.0,1.56,Poor
805,515.2,50,135.0845,22.94,339.9177632,48.62,0.540976809,56.0,4.86,Poor
995,636.8,50,18.119039,214.0,59.99177632,4.862,12.01268466,16.0,10.1,Poor
2967,1898.88,240,13.10984,599.0,159.9588816,24.31,20.59182349,24.0,5.6,Bad
1397,894.08,150,1.7716,59.38,559.9588816,24.31,1.091023961,184.0,0.5,Poor
508,325.12,100,23.20796,44.0,199.9588816,24.31,1.352865093,40.0,2.58,Moderate
1180,755.2,150,38.44372,91.0,399.9259868,43.758,1.978443917,88.0,1.82,Poor
1381,883.84,170,220.25417,78.29,519.9095395,53.482,1.492844471,120.0,8.52,Poor
2718,1739.52,670,17.22881,125.0,1079.835526,97.24,1.653877623,272.0,3.6,Bad
2819,1804.16,540,28.38989,408.3,499.9506579,29.172,7.93940528,152.0,4.0,Bad
519,332.16,80,2.39166,48.48,159.9753289,14.586,1.666511325,40.0,2.63,Moderate
1320,844.8,50,15.111748,282.0,59.98355263,9.724,15.8308845,8.0,1.6,Poor
1504,962.56,220,35.65345,113.95,499.9588816,24.31,2.215742814,160.0,10.66,Poor
2144,1372.16,400,38.26656,213.6,599.84375,92.378,3.79187789,88.0,3.8,Poor
942,602.88,40,34.28046,45.75,379.9424342,34.034,1.020479681,96.0,6.68,Poor
910,582.4,50,37.82366,40.32,379.9177632,48.62,0.899389654,72.0,6.13,Poor
1014,648.96,160,20.46198,95.01,299.9259868,43.758,2.385252907,48.0,0.68,Poor
1320,844.8,240,36.920144,55.96,539.9177632,48.62,1.047094942,136.0,1.45,Poor
2080,1331.2,110,58.9057,380.0,239.9342105,38.896,10.66619877,32.0,1.9,Poor
942,602.88,40,34.28046,45.75,379.9424342,34.034,1.020479681,96.0,6.68,Poor
2162,1383.68,200,172.731,427.5,159.9588816,24.31,14.69616785,24.0,6.7,Poor
543,347.52,80,3.215454,52.0,199.9506579,29.172,1.598873443,32.0,2.39,Moderate
505,323.2,70,5.49196,50.0,139.9506579,29.172,1.837615715,8.0,2.69,Moderate
2244,1436.16,390,108.9534,283.8,499.8684211,77.792,5.518953113,72.0,3.5,Poor
1510,966.4,130,8.4151,148.9,419.8848684,68.068,3.159379164,56.0,8.9,Poor
2592,1658.88,470,271.45341,208.0,779.7944079,121.55,3.238511479,112.0,40.8,Bad
1608,1029.12,340,3.0,188.8,379.9177632,48.62,4.211427747,72.0,7.2,Poor
985,630.4,110,79.98774,29.78,419.9177632,48.62,0.631851083,88.0,2.7,Poor
1577,1009.28,380,69.5353,95.0,579.8848684,68.068,1.715239941,120.0,3.17,Poor
2368,1515.52,500,240.4947,142.3,859.7532895,145.86,2.110037341,104.0,7.9,Bad
1023,654.72,50,2.2145,170.4,159.9588816,24.31,5.85784094,24.0,3.6,Poor
4584,2933.76,990,520.8504,391.4,1359.810855,111.826,4.614809026,360.0,12.3,Bad
1768,1131.52,260,95.97643,153.4,539.8684211,77.792,2.870473628,88.0,5.0,Poor
799,511.36,10,16.3873,96.96,199.9588816,24.31,2.981222713,40.0,2.14,Poor
2472,1582.08,490,46.0616,325.5,539.7944079,121.55,6.091285653,16.0,7.0,Bad
915,585.6,100,5.3148,106.45,219.9506579,29.172,3.120722823,40.0,3.23,Poor
1301,832.64,120,66.23368182,103.0,459.8766447,72.93,2.088279916,64.0,2.0,Poor
990,633.6,140,21.13840909,110.0,259.9342105,38.896,2.966423331,40.0,4.0,Poor
783,501.12,20,50.53086364,82.0,219.9342105,38.896,2.404028556,24.0,4.0,Poor
1290,825.6,140,72.87718182,89.0,459.8766447,72.93,1.804436044,64.0,2.0,Poor
972,622.08,110,43.48472727,92.0,299.9095395,53.482,2.309749338,32.0,2.0,Poor
731,467.84,90,16.50809091,64.0,239.9342105,38.896,1.796412425,32.0,3.0,Moderate
434,277.76,50,2.617136364,38.0,139.9588816,24.31,1.396546912,16.0,1.0,Moderate
1387,887.68,270,47.71240909,101.0,479.9095395,53.482,2.004535936,104.0,7.0,Poor
1386,887.04,190,87.37209091,138.0,399.9013158,58.344,3.000370134,64.0,2.0,Poor
637,407.68,60,23.75554545,45.0,219.9342105,38.896,1.319283964,24.0,2.0,Moderate
1572,1006.08,160,196.8891818,133.0,499.8930921,63.206,2.586337741,96.0,2.0,Poor
1114,712.96,90,35.96348,72.44,419.9506579,29.172,1.536920745,120.0,3.14,Poor
4303,2753.92,1060,69.5353,208.0,1659.555921,262.548,2.219931396,232.0,6.2,Bad
1612,1031.68,220,70.864,125.0,559.9588816,24.31,2.296699143,184.0,2.4,Poor
934,597.76,60,0.651063,84.0,279.9753289,14.586,2.182687535,88.0,2.14,Poor
798,510.72,50,21.635665,38.05,319.9671053,19.448,0.924856086,96.0,2.33,Poor
1169,748.16,130,20.670143,91.0,379.9506579,29.172,2.029784613,104.0,2.91,Poor
760,486.4,40,13.7299,37.07,299.9753289,14.586,0.930576285,96.0,3.08,Poor
934,597.76,60,17.93745,86.2,279.9424342,34.034,2.239984754,56.0,3.43,Poor
876,560.64,60,3.228741,114.0,199.9506579,29.172,3.505222547,32.0,1.5,Poor
922,590.08,90,48.09894,30.0,399.9588816,24.31,0.652207436,120.0,1.46,Poor
1589,1016.96,180,124.012,80.0,639.8930921,63.206,1.375018179,152.0,5.37,Poor
1128,721.92,100,145.7141,58.0,439.9588816,24.31,1.202248137,136.0,2.9,Poor
1995,1276.8,270,126.2265,200.0,619.8684211,77.792,3.492628581,120.0,0.31,Poor
1208,773.12,150,45.57441,72.41,439.9342105,38.896,1.500986699,112.0,1.99,Poor
1578,1009.92,270,14.1728,140.0,479.9753289,14.586,2.77837423,168.0,1.8,Poor
1541,986.24,170,34.81194,77.0,619.8519737,87.516,1.344679844,104.0,3.1,Poor
1102,705.28,130,14.1728,85.48,359.9424342,34.034,1.958935573,88.0,2.49,Poor
4060,2598.4,430,79.722,505.0,1059.84375,92.378,6.744389142,272.0,7.2,Bad
1888,1208.32,180,84.151,250.0,419.9424342,34.034,5.304168255,112.0,10.4,Poor
1686,1079.04,230,186.018,105.72,599.9177632,48.62,1.876650755,160.0,2.31,Poor
1052,673.28,100,47.43459,70.0,379.9177632,48.62,1.561440372,72.0,1.71,Poor
991,634.24,90,19.22186,56.0,379.9259868,43.758,1.249138778,80.0,0.92,Poor
889,568.96,50,12.31262,83.0,279.9177632,48.62,2.156924914,32.0,2.22,Poor
886,567.04,120,32.21090909,43.0,319.9177632,48.62,1.045253047,48.0,3.0,Poor
572,366.08,90,15.09886364,55.0,219.9671053,19.448,1.612337607,56.0,8.0,Moderate
1568,1003.52,240,7.448772727,268.0,239.9671053,19.448,7.521961422,64.0,16.0,Poor
692,442.88,100,42.27681818,64.0,299.9588816,24.31,1.606649988,80.0,2.0,Moderate
724,463.36,80,30.60036364,32.0,279.9259868,43.758,0.831573294,40.0,4.0,Moderate
672,430.08,130,19.4876,81.0,139.9835526,9.724,2.976587662,40.0,3.11,Moderate
2558,1637.12,510,89.15577,226.0,719.8519737,87.516,3.662342892,144.0,13.7,Bad
742,474.88,60,32.46457,34.0,299.9588816,24.31,0.853532806,80.0,2.3,Moderate
890,569.6,40,86.8084,57.98,299.9013158,58.344,1.45566416,24.0,1.31,Poor
2129,1362.56,450,134.6416,174.0,699.8766447,72.93,2.859635381,160.0,4.05,Poor
1948,1246.72,330,245.8095,202.2,499.9342105,38.896,3.931849509,136.0,8.4,Poor
1026,656.64,140,113.3824,50.55,399.9753289,14.586,1.098946934,136.0,1.92,Poor
1255,803.2,140,100.0954,49.0,559.9259868,43.758,0.900332509,152.0,3.56,Poor
4516,2890.24,610,1028.0,336.6,1119.810855,111.826,4.373347016,264.0,354.6,Bad
928,593.92,80,46.0616,89.54,259.9342105,38.896,2.414668592,40.0,3.31,Poor
1440,921.6,160,18.1589,61.5,559.9095395,53.482,1.130025767,136.0,5.09,Poor
1725,1104.0,270,104.9673,179.8,459.9095395,53.482,3.645235931,96.0,4.7,Poor
3928,2513.92,860,19.4876,159.6,1599.745066,150.722,1.73492083,392.0,10.9,Bad
1716,1098.24,280,108.5105,57.01,719.8766447,72.93,0.923834471,168.0,3.38,Poor
957,612.48,100,8.858,56.0,339.9753289,14.586,1.320494175,112.0,2.7,Poor
1568,1003.52,240,186.018,60.15,639.8930921,63.206,1.033841794,152.0,1.88,Poor
2789,1784.96,450,461.0,75.25,1199.786184,126.412,0.944553888,272.0,3.6,Bad
1027,657.28,60,26.574,42.8,419.9506579,29.172,0.908064714,120.0,3.55,Poor
1691,1082.24,230,81.9365,137.0,539.9095395,53.482,2.56349356,128.0,2.22,Poor
3050,1952.0,550,427.61995,101.92,1299.728618,160.446,1.229150998,256.0,1.99,Bad
732,468.48,40,3.445762,45.75,259.9835526,9.724,1.233645348,88.0,3.24,Moderate
428,273.92,40,1.585582,11.99,179.9835526,9.724,0.388575073,56.0,6.63,Moderate
1334,853.76,190,10.904198,110.8,439.9259868,43.758,2.296794375,104.0,3.41,Poor
1371,877.44,130,10.080404,84.93,499.9095395,53.482,1.651534217,112.0,2.08,Poor
3140,2009.6,530,189.38404,195.1,1039.777961,131.274,2.630626129,200.0,67.5,Bad
2458,1573.12,430,193.85733,261.1,619.9342105,38.896,4.559384665,184.0,11.4,Bad
2103,1345.92,430,8.587831,140.8,719.9013158,58.344,2.281593837,192.0,0.1,Poor
983,629.12,70,12.26833,56.37,359.9588816,24.31,1.291795454,104.0,5.29,Poor
1246,797.44,140,12.290475,79.73,439.9506579,29.172,1.652692067,128.0,4.26,Poor
670,428.8,50,46.5045,50.0,259.9506579,29.172,1.348331584,56.0,3.5,Moderate
1194,764.16,200,86.3655,44.0,479.8848684,68.068,0.873285627,80.0,4.0,Poor
1188,760.32,180,45.6187,142.0,239.9259868,43.758,3.985858376,24.0,2.3,Poor
890,569.6,100,22.5879,93.0,259.9506579,29.172,2.507896747,56.0,4.0,Poor
1364,872.96,300,36.98215,98.0,399.9013158,58.344,2.130697632,64.0,4.0,Poor
603,385.92,40,41.6326,29.6,259.9342105,38.896,0.798237551,40.0,3.4,Moderate
324,207.36,30,9.7438,11.7,119.9835526,9.724,0.4644053,32.0,11.9,Moderate
1336,855.04,180,74.48772727,147.0,339.9671053,19.448,3.466339132,104.0,4.0,Poor
758,485.12,80,57.77831818,79.0,219.9588816,24.31,2.3159464,48.0,6.0,Poor
779,498.56,20,42.67945455,43.0,299.9095395,53.482,1.079556756,32.0,2.0,Poor
1776,1136.64,290,57.17436364,174.0,519.8766447,72.93,3.31796086,88.0,7.0,Poor
1244,796.16,160,38.04913636,121.0,339.9095395,53.482,2.853486733,48.0,4.0,Poor
1086,695.04,130,58.18095455,96.0,319.9506579,29.172,2.333468235,80.0,8.0,Poor
850,544.0,30,57.577,55.55,299.9588816,24.31,1.394521982,80.0,1.46,Poor
830,531.2,60,31.0,51.81,319.9095395,53.482,1.259424568,40.0,1.64,Poor
1275,816.0,60,27.0,64.29,499.9177632,48.62,1.250162033,120.0,2.48,Poor
1084,693.76,60,143.0,27.17,479.9835526,9.724,0.539198437,176.0,0.75,Poor
991,634.24,100,3.494481,90.2,299.9424342,34.034,2.26443441,64.0,2.04,Poor
771,493.44,50,9.47806,32.6,299.9342105,38.896,0.818420995,56.0,2.26,Poor
4986,3191.04,1270,165.2017,464.2,1439.802632,116.688,5.318948907,384.0,55.2,Bad
598,382.72,30,26.0,39.0,199.9506579,29.172,1.199155082,32.0,3.37,Moderate
2693,1723.52,470,217.021,300.0,719.8930921,63.206,4.861378272,184.0,4.0,Bad
708,453.12,90,18.29177,91.0,179.9671053,19.448,2.949286689,40.0,0.82,Moderate
1154,738.56,240,24.0,60.3,419.9095395,53.482,1.279415493,80.0,3.82,Poor
620,396.8,80,24.00518,39.96,199.9424342,34.034,1.228698013,24.0,6.71,Moderate
3197,2046.08,770,185.1322,209.0,1039.786184,126.412,2.818035299,208.0,63.0,Bad
1590,1017.6,310,221.0071,118.0,519.8848684,68.068,2.250093591,96.0,2.29,Poor
650,416.0,70,20.10766,58.0,199.9424342,34.034,1.783395514,24.0,4.75,Moderate
460,294.4,20,25.99823,42.0,139.9671053,19.448,1.543506504,24.0,2.6,Moderate
580,371.2,30,40.0,35.0,219.9342105,38.896,1.026109749,24.0,1.23,Moderate
654,418.56,80,45.0,34.0,259.9424342,34.034,0.91687998,48.0,1.6,Moderate
1097,702.08,240,53.0,56.78,419.9013158,58.344,1.204741676,72.0,4.72,Poor
499,319.36,40,47.3903,18.0,219.9506579,29.172,0.527693854,40.0,1.01,Moderate
1705,1091.2,350,34.0,196.0,419.9342105,38.896,4.15850863,104.0,1.9,Poor
580,371.2,20,15.0,19.0,259.9506579,29.172,0.512366002,56.0,0.4,Moderate
552,353.28,40,30.0,17.0,239.9671053,19.448,0.477139344,64.0,0.68,Moderate
638,408.32,50,17.05165,73.0,179.9753289,14.586,2.365857246,48.0,2.01,Moderate
640,409.6,50,9.56664,69.79,179.9753289,14.586,2.261824345,48.0,1.83,Moderate
1265,809.6,230,5.09335,84.08,439.9259868,43.758,1.742910389,104.0,1.77,Poor
643,411.52,50,16.8302,72.96,179.9835526,9.724,2.364506865,56.0,2.34,Moderate
1270,812.8,220,3.72036,83.71,439.9342105,38.896,1.73522437,112.0,2.05,Poor
635,406.4,50,9.3009,66.7,179.9753289,14.586,2.161680525,48.0,1.67,Moderate
709,453.76,60,16.87449,72.09,219.9753289,14.586,2.11329537,64.0,1.8,Moderate
4040,2585.6,830,367.607,312.0,1359.555921,262.548,3.67898672,112.0,11.0,Bad
2454,1570.56,500,42.88077273,246.0,699.7697368,136.136,4.043241599,56.0,2.0,Bad
733,469.12,120,32.41222727,60.0,239.9177632,48.62,1.684194375,16.0,2.0,Moderate
1308,837.12,160,44.29,110.0,419.8766447,72.93,2.334016867,48.0,5.0,Poor
1283,821.12,190,41.27022727,133.0,359.8848684,68.068,3.048189842,32.0,2.0,Poor
476,304.64,40,35.83463636,42.0,159.9506579,29.172,1.443871151,16.0,1.0,Moderate
2316,1482.24,350,245.0042273,214.0,699.8026316,116.688,3.517208805,88.0,2.0,Bad
1295,828.8,180,45.69922727,117.0,399.8848684,68.068,2.543844383,48.0,3.0,Poor
1367,874.88,320,18.52127273,132.0,399.8766447,72.93,2.87000779,40.0,2.0,Poor
554,354.56,70,18.92390909,44.0,199.9424342,34.034,1.352920735,24.0,1.0,Moderate
1255,803.2,200,93.41163636,108.0,379.9259868,43.758,2.409053359,80.0,4.0,Poor
761,487.04,90,53.75195455,72.0,219.9588816,24.31,2.110735959,48.0,6.0,Poor
1615,1033.6,250,192.0575455,160.0,419.9177632,48.62,3.394767404,88.0,5.0,Poor
1932,1236.48,220,173.9389091,195.0,459.8930921,63.206,3.95346895,80.0,5.0,Poor
2179,1394.56,360,118.5764091,302.0,439.9095395,53.482,6.260332743,88.0,12.0,Poor
1030,659.2,110,58.78490909,98.0,299.9259868,43.758,2.460317702,48.0,4.0,Poor
1965,1257.6,360,18.73467,290.0,499.84375,92.378,5.639661383,48.0,8.3,Poor
2188,1400.32,390,54.12238,122.1,819.8108553,111.826,1.854090786,144.0,1.4,Poor
1514,968.96,210,119.1401,107.65,519.9095395,53.482,2.052684983,120.0,1.89,Poor
1490,953.6,110,33.2175,133.2,459.9177632,48.62,2.700450974,104.0,14.4,Poor
1436,919.04,180,179.3745,205.8,219.9506579,29.172,6.033299736,40.0,84.6,Poor
797,510.08,90,32.64173,58.08,299.9259868,43.758,1.458114818,48.0,2.27,Poor
435,278.4,40,18.51322,33.18,199.9506579,29.172,1.020204247,32.0,2.17,Moderate
906,579.84,150,37.51363,55.93,339.9588816,24.31,1.31887546,96.0,2.78,Poor
3279,2098.56,510,578.4274,295.2,959.9424342,34.034,4.142532479,328.0,6.8,Bad
599,383.36,70,52.52794,36.94,259.9342105,38.896,0.99617889,40.0,1.22,Moderate
2324,1487.36,370,336.1611,169.3,799.8355263,97.24,2.602727956,160.0,2.6,Bad
2109,1349.76,260,332.175,211.3,599.8026316,116.688,3.751176315,48.0,43.3,Poor
1115,713.6,220,44.20142,60.44,419.9095395,53.482,1.282385944,80.0,3.04,Poor
5053,3233.92,1360,76.35596,465.2,1379.84375,92.378,5.444987846,400.0,3.3,Bad
2280,1459.2,340,506.2347,170.7,779.8355263,97.24,2.657689111,152.0,5.6,Bad
